,sentence,sentence_preprocessed,sentence_length,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context
46,新生國小表示，將大幅利用開放空間的校舍設計，以多元創新的教學活動，提供孩子統整適性的學習活動，讓小朋友跟得上時代潮流，與世界接軌。,新生 國小 表示 將 大幅 利用 開放 空間 的 校舍 設計 以 多元 創新 的 教學 活動 提供 孩子 統整 適性 的 學習 活動 讓 小朋友 跟 得 上 時代 潮流 與 世界 接軌,34,"{'High': 30, 'Low': 4}","{'Unknown': 4, '第3*級': 2, '第4*級': 6, '第5級': 4, '第6級': 1, '第4級': 3, '第1級': 5, '第7級': 2, '第2級': 6, '第1*級': 1}",1,Y,Y
47,教部學習列車開動九大主題入列,教部 學習 列車 開動 九 大 主題 入 列,9,"{'Low': 2, 'High': 7}","{'Unknown': 1, '第2級': 1, '第6級': 2, '第4*級': 2, '第1級': 2, '第4級': 1}",0,Y,Y
48,【記者林淑美報導】教育部昨天表示，今年將推出「追求卓越，彩繪人生」基金會學習列車，全國將有一百八十個文教基金會參與，全年度在各地陸續舉辦三千五百場活動，讓不同年齡層的民眾都可以從中獲得適性多樣的學習機會。,記者 林淑美 報導 教育部 昨天 表示 今年 將 推出 追求 卓越 彩繪 人生 基金會 學習 列車 全 國 將 有 一百八十 個 文教 基金會 參與 全 年度 在 各 地 陸續 舉辦 三千五百 場 活動 讓 不同 年齡層 的 民眾 都 可以 從中 獲得 適性 多樣 的 學習 機會,49,"{'High': 44, 'Low': 5}","{'第4級': 2, 'Unknown': 9, '第5級': 8, '第1級': 9, '第4*級': 4, '第6級': 5, '第2級': 9, '第7級': 1, '第1*級': 1, '第3級': 1}",7,Y,Y
49,教育部表示，這項學習列車活動將包括親職教育學習、兒童閱讀學習、ｅ世紀學習、原住民教育學習、國際化教育學習、環境保護學習、全民外語學習、博物館學習，以及童軍教育學習等九個主題。每一個參與的基金會都將從不同領域和專長展現平日服務成果，並主動提供更多的機會讓民眾認識。,教育部 表示 這 項 學習 列車 活動 將 包括 親職教育 學習 兒童 閱讀 學習 ｅ 世紀 學習 原住民 教育 學習 國際化 教育 學習 環境 保護 學習 全民 外語 學習 博物館 學習 以及 童軍 教育 學習 等 九 個 主題 每 一 個 參與 的 基金會 都 將 從 不同 領域 和 專長 展現 平日 服務 成果 並 主動 提供 更多 的 機會 讓 民眾 認識,65,"{'High': 62, 'Low': 3}","{'第5級': 8, '第4*級': 6, '第1級': 8, '第2級': 14, '第6級': 3, '第3*級': 3, 'Unknown': 8, '第4級': 7, '第3級': 6, '第1*級': 2}",6,Y,Y
50,根據教育部統計，截至去年十一月底，教育部共許可設立了教育事務財團法人六百零五個，基金總額約兩百七十五億多元。如果再加上文建會主管的一百個文化藝術基金會，以及省市、縣市政府主管的文教基金會，全國總計大約有兩千零四十七個文教基金會，基金總額高達五百三十四億元。,根據 教育部 統計 截至 去年 十一月 底 教育部 共 許可 設立 了 教育 事務 財團 法人 六百零五 個 基金 總額 約 兩百七十五億多 元 如果 再 加上 文建會 主管 的 一百 個 文化 藝術 基金會 以及 省 市 縣市政府 主管 的 文教 基金會 全 國 總計 大約 有 兩千零四十七 個 文教 基金會 基金 總額 高達 五百三十四億 元,56,"{'High': 52, 'Low': 4}","{'第4*級': 4, '第5級': 8, '第6級': 3, '第1級': 10, 'Unknown': 17, '第3*級': 2, '第1*級': 2, '第3級': 2, '第2級': 3, '第4級': 2, '第2*級': 1, '第7級': 2}",12,Y,Y
51,教育部指出，這些文教基金會是一項龐大的民間資源，透過學習列車，整合各基金會的力量，對社會公益活動的推動，將發揮極大的影響力，全民同時受益。,教育部 指出 這些 文教 基金會 是 一 項 龐大 的 民間 資源 透過 學習 列車 整合 各 基金會 的 力量 對 社會 公益 活動 的 推動 將 發揮 極 大 的 影響力 全民 同時 受益,35,"{'High': 34, 'Low': 1}","{'第5級': 6, 'Unknown': 6, '第7級': 1, '第1級': 8, '第6級': 5, '第4*級': 2, '第4級': 1, '第2級': 3, '第3*級': 3}",4,Y,Y
52,親子攜手走迷宮處處有驚喜,親子 攜手 走 迷宮 處處 有 驚喜,7,"{'High': 6, 'Low': 1}","{'第5級': 2, '第7級': 1, '第1級': 2, '第6級': 1, 'Unknown': 1}",0,Y,Y
53,【記者劉偉瑩報導】中正紀念堂廣場昨天成了一座大型親子遊樂園！由紙風車文教基金會策畫搭建的全國最大迷宮樂園，昨天在中正紀念堂登場。迷宮中刻意營造的神祕情境，和各種卡通造形人物的突然現身，為小朋友帶來無數驚奇與歡笑，使中正紀念堂成了二十世紀最後一個星期天，臺北市最「熱」的地方。,記者 劉偉瑩 報導 中正 紀念堂 廣場 昨天 成 了 一 座 大型 親子 遊樂園 由 紙風車 文教 基金會 策畫 搭建 的 全 國 最 大 迷宮 樂園 昨天 在 中正 紀念堂 登場 迷宮 中 刻意 營造 的 神祕 情境 和 各 種 卡通 造形 人物 的 突然 現身 為 小朋友 帶來 無數 驚奇 與 歡笑 使 中正 紀念堂 成 了 二十世紀 最後 一 個 星期天 臺北市 最 熱 的 地方,70,"{'High': 64, 'Low': 6}","{'第4級': 3, 'Unknown': 21, '第5級': 9, '第1級': 13, '第4*級': 4, '第3*級': 2, '第7級': 2, '第6級': 8, '第2級': 4, '第1*級': 4}",11,Y,Y
54,配合行政院新聞局在跨年時刻舉辦的「迎接新世紀，來去總統府」活動，紙風車文教基金會發揮劇場演出的創意和想像，為親子設計了一座長達一點五二公里，大約是從總統府走到中正紀念堂那麼大規模的立體迷宮。在冷颼颼的寒風裡，許多小朋友在迷宮裡玩出了一身汗，熱力四射。,配合 行政院 新聞局 在 跨年 時刻 舉辦 的 迎接 新 世紀 來去 總統府 活動 紙風車 文教 基金會 發揮 劇場 演出 的 創意 和 想像 為 親子 設計 了 一 座 長達 一點五二 公里 大約 是 從 總統府 走到 中正 紀念堂 那麼 大規模 的 立體 迷宮 在 冷颼颼 的 寒風 裡 許多 小朋友 在 迷宮 裡 玩 出 了 一 身 汗 熱力 四射,63,"{'High': 55, 'Low': 8}","{'第4*級': 8, 'Unknown': 20, '第1*級': 8, '第5級': 4, '第4級': 4, '第1級': 8, '第2級': 3, '第7級': 1, '第6級': 4, '第3*級': 3}",11,Y,Y
55,主辦單位在迂迴曲折的迷宮隧道裡，設計了許多「埋伏」，像是小朋友身邊不時會有造形多變的仙子、耶誕老人出現，或是走到絕路時，赫然發現面前原來是一道可以穿越的「牆」，處處都有驚喜和歡樂。民眾扶老攜幼，排著隊與神祕人物握手、合照，有人被無敵鐵金剛、皮卡丘等大型空飄氣球吸引住，反而忘了找迷宮的出路。大小朋友在這歡樂的迷宮裡，向二十世紀說再見。,主辦 單位 在 迂迴 曲折 的 迷宮 隧道 裡 設計 了 許多 埋伏 像是 小朋友 身邊 不時 會 有 造形 多變 的 仙子 耶誕老人 出現 或是 走到 絕路 時 赫然 發現 面前 原來 是 一 道 可以 穿越 的 牆 處處 都 有 驚喜 和 歡樂 民眾 扶老攜幼 排 著 隊 與 神祕 人物 握手 合照 有 人 被 無敵 鐵金剛 皮卡丘 等 大型 空飄 氣球 吸引住 反而 忘 了 找 迷宮 的 出路 大小朋友 在 這 歡樂 的 迷宮 裡 向 二十世紀 說 再見,85,"{'High': 69, 'Low': 16}","{'第5級': 10, '第1*級': 5, '第7級': 3, '第6級': 7, '第1級': 17, '第4*級': 4, 'Unknown': 24, '第3*級': 5, '第2級': 5, '第4級': 4, '第2*級': 1}",8,Y,Y
56,曾志朗今到科展中心說故事,曾志朗 今 到 科展 中心 說 故事,7,"{'Low': 2, 'High': 5}","{'Unknown': 3, '第1級': 2, '第3級': 1, '第2級': 1}",1,Y,Y
57,【記者陳昭玲報導】二○○一年開年好禮，教育部長曾志朗要送小朋友一份禮物，但不是紅包、不是糖果，也不是簡單的禮物呵！,記者 陳昭玲 報導 二一年 開年 好 禮 教育部長 曾志朗 要 送 小朋友 一 份 禮物 但 不 是 紅包 不 是 糖果 也 不 是 簡單 的 禮物 呵,29,"{'High': 23, 'Low': 6}","{'第4級': 2, 'Unknown': 8, '第5級': 1, '第1級': 10, '第2級': 5, '第3級': 3}",5,Y,Y
58,推廣全國兒童閱讀運動的曾部長，將身體力行，今天下午到資訊科學展示中心舉行的「娃娃資訊月」活動現場中，說故事給小朋友聽，有興趣的小朋友千萬不要錯過這難得的機會。,推廣 全 國 兒童 閱讀 運動 的 曾 部長 將 身體力行 今天 下午 到 資訊 科學 展示 中心 舉行 的 娃娃 資訊 月 活動 現場 中 說 故事 給 小朋友 聽 有 興趣 的 小朋友 千萬 不要 錯過 這 難得 的 機會,42,"{'High': 41, 'Low': 1}","{'第5級': 4, '第2級': 6, '第1級': 14, '第4級': 7, '第1*級': 1, 'Unknown': 3, '第7級': 1, '第3級': 2, '第4*級': 4}",3,Y,Y
59,「娃娃資訊月」今天除了邀請曾志朗部長蒞臨外，現場也有一連串的幼教主題展示與精采活動，包括大禮幼稚園小朋友表演「新年樂」節目，另外還有訓練小朋友手腳反應及協調力的打鼓王遊戲，和不需直接接觸球，就可以和電腦玩排球的虛擬遊戲，以及即席扮演電腦遊戲競賽的電腦有聲劇場、美勞創藝館、數位攝影棚、動畫電影院等。,娃娃 資訊 月 今天 除了 邀請 曾志朗 部長 蒞臨 外 現場 也 有 一連串 的 幼教 主題 展示 與 精采 活動 包括 大禮 幼稚園 小朋友 表演 新年樂 節目 另外 還 有 訓練 小朋友 手腳 反應 及 協調力 的 打鼓王 遊戲 和 不需 直接 接觸 球 就 可以 和 電腦 玩 排球 的 虛擬 遊戲 以及 即席 扮演 電腦 遊戲 競賽 的 電腦 有聲 劇場 美勞 創藝館 數位 攝影棚 動畫 電影院 等,71,"{'High': 58, 'Low': 13}","{'第4*級': 7, '第4級': 7, '第1級': 12, '第3*級': 3, 'Unknown': 16, '第7級': 1, '第5級': 8, '第2級': 3, '第3級': 6, '第6級': 3, '第1*級': 5}",11,Y,Y
60,「娃娃資訊月」將在今天下午五點閉幕，科展中心的地址是臺北市和平東路二段一百零八號。,娃娃 資訊 月 將 在 今天 下午 五點 閉幕 科展 中心 的 地址 是 臺北市 和平東路 二段 一百零八號,18,"{'High': 13, 'Low': 5}","{'第4*級': 1, '第4級': 1, '第1級': 5, '第5級': 1, '第1*級': 1, 'Unknown': 6, '第6級': 1, '第3級': 1, '第2*級': 1}",3,N,Y
61,北市天文館一日遊金星當主角,北市 天文館 一 日 遊 金星 當 主角,8,"{'High': 6, 'Low': 2}","{'Unknown': 5, '第1級': 2, '第4級': 1}",1,Y,Y
62,【記者陳昭玲報導】臺北市立天文科學教育館這月舉辦的「天文一日遊」活動，將以金星世界為主題，帶領小朋友和家長認識天空中除了太陽和月亮之外最閃亮的星體---金星，歡迎參加。,記者 陳昭玲 報導 臺北 市立 天文 科學 教育館 這 月 舉辦 的 天文 一 日 遊 活動 將 以 金星 世界 為 主題 帶領 小朋友 和 家長 認識 天空 中 除了 太陽 和 月亮 之外 最 閃亮 的 星體 金星 歡迎 參加,42,"{'High': 36, 'Low': 6}","{'第4級': 5, 'Unknown': 13, '第5級': 4, '第6級': 3, '第1級': 6, '第2級': 6, '第4*級': 1, '第3*級': 2, '第3級': 1, '第1*級': 1}",3,Y,Y
63,天文館預定十三日和二十七日下午一點半到晚上八點二十分，將先各舉行一個梯次的「週六天文一日遊」，十四日和二十八日上午九點半到下午四點，再各舉辦一個梯次的「週日天文一日遊」。活動內容包括宇宙劇場影片欣賞、星座認識、觀測太陽黑子、太陽黑子教學、立體劇場影片及立體成因、宇宙劇場星象教學等。,天文館 預定 十三日 和 二十七日 下午 一點半 到 晚上 八點 二十分 將 先 各 舉行 一 個 梯次 的 週六 天文 一 日 遊 十四日 和 二十八日 上午 九點半 到 下午 四點 再 各 舉辦 一 個 梯次 的 週日 天文 一 日 遊 活動 內容 包括 宇宙 劇場 影片 欣賞 星座 認識 觀測 太陽 黑子 太陽 黑子 教學 立體 劇場 影片 及 立體 成因 宇宙 劇場 星象 教學 等,70,"{'Low': 12, 'High': 58}","{'Unknown': 20, '第5級': 5, '第1級': 16, '第1*級': 2, '第2級': 4, '第4級': 7, '第6級': 8, '第2*級': 1, '第3*級': 2, '第4*級': 1, '第7級': 2, '第3級': 2}",8,Y,Y
64,這項活動自明天上午八點五十分起報名，額滿為止，每梯次名額為一百六十名；參加活動的小朋友須由家長陪同。洽詢電話是（○二）二八三一四五五一轉二○二。,這 項 活動 自 明天 上午 八點 五十分 起 報名 額滿 為止 每 梯次 名額 為 一百六十 名 參加 活動 的 小朋友 須 由 家長 陪同 洽詢 電話 是 二 二八三一四五五一 轉 二二,33,"{'High': 27, 'Low': 6}","{'第1級': 7, '第5級': 4, '第2級': 5, 'Unknown': 10, '第3*級': 1, '第4級': 2, '第1*級': 1, '第7級': 1, '第3級': 1, '第4*級': 1}",4,Y,Y
65,穿古裝唱唐詩,穿 古裝 唱 唐詩,4,"{'High': 2, 'Low': 2}","{'第1*級': 2, 'Unknown': 2}",0,N,Y
66,淨化社會文教基金會昨天在臺北市孔廟舉行第三屆全國唐詩新唱大賽，參加的小朋友無不發揮創意，以各種可愛的造形出現，穿上古裝的小朋友唱唐詩，顯得更有氣質。,淨化 社會 文教 基金會 昨天 在 臺北市 孔廟 舉行 第三 屆 全 國 唐詩 新 唱 大賽 參加 的 小朋友 無不 發揮 創意 以 各 種 可愛 的 造形 出現 穿上 古裝 的 小朋友 唱 唐詩 顯得 更 有 氣質,40,"{'High': 36, 'Low': 4}","{'第6級': 2, '第3*級': 1, '第7級': 1, 'Unknown': 12, '第1級': 7, '第1*級': 3, '第4級': 2, '第5級': 5, '第2級': 6, '第4*級': 1}",4,Y,Y
67,邀小朋友寒假學電腦,邀 小朋友 寒假 學 電腦,5,{'High': 5},"{'Unknown': 1, '第2級': 1, '第3級': 1, '第1級': 1, '第1*級': 1}",1,N,Y
68,【記者劉偉瑩報導】二十一世紀是由資訊技術所掌握的「ｅ世紀」，資策會資訊科學展示中心在今年寒假為小朋友舉辦「二○○一寒假ｅ樂園」主題營隊，即日起報名。,記者 劉偉瑩 報導 二十一世紀 是 由 資訊 技術 所 掌握 的 ｅ 世紀 資策會 資訊 科學 展示 中心 在 今年 寒假 為 小朋友 舉辦 二一 寒假 ｅ 樂園 主題 營隊 即日 起 報名,33,"{'High': 28, 'Low': 5}","{'第4級': 9, 'Unknown': 9, '第5級': 4, '第1級': 3, '第4*級': 1, '第2級': 2, '第3級': 3, '第1*級': 1, '第3*級': 1}",4,N,Y
69,營隊針對國小、國中、高中不同年齡層的學生，規畫了三項主題，包括電腦百科營、數位生活營和創意科學營等，課程內容多元。有興趣的小朋友，報名可洽（○二）二七三七七九二二。,營隊 針對 國小 國中 高中 不同 年齡層 的 學生 規畫 了 三 項 主題 包括 電腦 百科營 數位 生活營 和 創意 科學 營 等 課程 內容 多元 有 興趣 的 小朋友 報名 可 洽 二 二七三七七九二二,36,"{'Low': 6, 'High': 30}","{'Unknown': 7, '第6級': 4, '第3*級': 3, '第4級': 6, '第2級': 2, '第3級': 2, '第1級': 6, '第5級': 3, '第1*級': 1, '第4*級': 2}",5,Y,Y
70,霞雲坪快樂營刺激又神祕,霞雲坪 快樂營 刺激 又 神祕,5,"{'Low': 2, 'High': 3}","{'Unknown': 2, '第4*級': 1, '第1*級': 1, '第5級': 1}",2,N,Y
71,【記者劉偉瑩報導】住在城市裡的小朋友，是否已經忘了縱橫山野的樂趣了呢？救國團中國青年服務社今年寒假推出一項「神奇玩家—霞雲坪快樂營」活動，將帶領小朋友體驗原野之樂。,記者 劉偉瑩 報導 住在 城市 裡 的 小朋友 是否 已經 忘 了 縱橫 山野 的 樂趣 了 呢 救國團 中國 青年 服務社 今年 寒假 推出 一 項 神奇 玩家 霞雲坪 快樂營 活動 將 帶領 小朋友 體驗 原野 之 樂,39,"{'High': 32, 'Low': 7}","{'第4級': 1, 'Unknown': 10, '第5級': 9, '第3級': 2, '第1*級': 1, '第1級': 6, '第2級': 4, '第2*級': 1, '第6級': 1, '第7級': 2, '第4*級': 2}",7,Y,Y
72,營隊活動內容有好玩的單、雙、三索吊橋、攀岩、高空垂降、定向越野遊戲、旗語教學，以及搗嘛糬，並且探訪總統賓館和安全祕道。不但能讓小朋友感受一下戰鬥營般的刺激，也可以嘗試全然不同的生活經驗。,營隊 活動 內容 有 好玩 的 單 雙 三 索 吊橋 攀岩 高空 垂降 定向 越野 遊戲 旗語 教學 以及 搗 嘛糬 並且 探訪 總統 賓館 和 安全 祕道 不但 能 讓 小朋友 感受 一下 戰鬥營 般 的 刺激 也 可以 嘗試 全然 不同 的 生活 經驗,47,"{'Low': 15, 'High': 32}","{'Unknown': 15, '第2級': 6, '第4級': 4, '第1級': 7, '第5級': 4, '第3級': 5, '第7級': 2, '第1*級': 1, '第6級': 1, '第4*級': 2}",2,N,Y
73,活動洽詢電話是（○二）二三八一九一六五轉二三一。,活動 洽詢 電話 是 二 二三八一九一六五 轉 二三一,8,"{'High': 6, 'Low': 2}","{'第2級': 1, 'Unknown': 4, '第1級': 3}",2,N,Y
74,陳總統：將致力兩岸和解、和平,陳總統 將 致力 兩岸 和解 和平,6,"{'Low': 1, 'High': 5}","{'Unknown': 2, '第5級': 1, '第6級': 2, '第4級': 1}",1,Y,Y
