sentence,sentence_preprocessed,sentence_length,word_freq,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context,is_blacklist,is_greylist
我這兒有許多水果，進來吃吧！,我 這兒 有 許多 水果 進來 吃 吧,8,我(3033032) 這兒(16246) 有(2217079) 許多(159791) 水果(8276) 進來(16019) 吃(141660) 吧(184477),{'High': 8},"{'第1級': 5, '第3*級': 1, '第1*級': 1, 'Unknown': 1}",0,Y,N,N,N
當時，狗狗正在半山腰上，看見羊寶寶在與野狼談話，便著急的喊著：羊寶寶，別上當啊！,當時 狗狗 正 在 半山腰 上 看見 羊 寶寶 在 與 野狼 談話 便 著急 的 喊 著 羊 寶寶 別 上當 啊,23,當時(126214) 狗狗(2021) 正(179334) 在(3284238) 半山腰(325) 上(1233218) 看見(56420) 羊(12825) 寶寶(26212) 在(3284238) 與(968432) 野狼(1051) 談話(16731) 便(220860) 著急(3630) 的(16029838) 喊(16559) 著(1004687) 羊(12825) 寶寶(26212) 別(78082) 上當(1489) 啊(135484),{'High': 23},"{'第3*級': 2, 'Unknown': 6, '第1*級': 4, '第1級': 2, '第4級': 4, '第4*級': 1, '第5級': 2, '第6級': 1, '第2級': 1}",1,Y,N,N,N
快回家！,快 回家,2,快(116207) 回家(35375),{'High': 2},"{'第1*級': 1, 'Unknown': 1}",0,Y,N,N,N
快跑哇！,快 跑 哇,3,快(116207) 跑(35326) 哇(7634),{'High': 3},"{'第1*級': 1, '第2級': 1, '第3級': 1}",0,Y,N,N,N
但羊寶寶似乎沒聽見，跟著野狼進了山洞。,但 羊 寶寶 似乎 沒 聽見 跟 著 野狼 進 了 山洞,12,但(597124) 羊(12825) 寶寶(26212) 似乎(85481) 沒(306167) 聽見(19236) 跟(260280) 著(1004687) 野狼(1051) 進(40005) 了(3199291) 山洞(2299),{'High': 12},"{'第2級': 1, '第4級': 1, 'Unknown': 4, '第5級': 1, '第1級': 1, '第1*級': 3, '第6級': 1}",0,Y,Y,N,N
不一會兒，山洞裡傳來一陣羊叫聲，狗狗趕緊去叫羊爸爸，但等他們回來時，野狼已經抹抹嘴，吃飽了。,不一會兒 山洞 裡 傳來 一 陣 羊 叫聲 狗狗 趕緊 去 叫 羊 爸爸 但 等 他們 回來 時 野狼 已經 抹抹 嘴 吃飽 了,25,不一會兒(2130) 山洞(2299) 裡(520435) 傳來(15524) 一(3701681) 陣(26383) 羊(12825) 叫聲(3938) 狗狗(2021) 趕緊(11897) 去(479993) 叫(111645) 羊(12825) 爸爸(43983) 但(597124) 等(327380) 他們(716752) 回來(45286) 時(623734) 野狼(1051) 已經(245160) 抹抹(219) 嘴(32376) 吃飽(2316) 了(3199291),{'High': 25},"{'第6級': 2, '第1*級': 2, '第4*級': 2, '第1級': 5, '第4級': 3, 'Unknown': 7, '第2級': 2, '第3*級': 2}",1,Y,Y,N,N
急性子的小猴.高市瑞豐國小二年十一班.麥書瑋.在遙遠的森林裡，有一隻性急的小猴子，名字叫奇奇，他不論做什麼事都性急。,急性子 的 小 猴 高市 瑞豐 國小 二年十一班 麥書瑋 在 遙遠 的 森林 裡 有 一 隻 性急 的 小 猴子 名字 叫 奇奇 他 不論 做 什麼 事 都 性急,31,急性子(252) 的(16029838) 小(318835) 猴(4875) 高市(27) 瑞豐(9) 國小(4760) 二年十一班(Unknown) 麥書瑋(Unknown) 在(3284238) 遙遠(7541) 的(16029838) 森林(14387) 裡(520435) 有(2217079) 一(3701681) 隻(93136) 性急(569) 的(16029838) 小(318835) 猴子(9606) 名字(42571) 叫(111645) 奇奇(112) 他(2487930) 不論(28127) 做(411649) 什麼(431321) 事(385949) 都(1125846) 性急(569),"{'High': 27, 'Low': 4}","{'Unknown': 8, '第1級': 13, '第4級': 4, '第3*級': 1, '第1*級': 3, '第5級': 1, '第2級': 1}",3,Y,Y,N,Y
有一次，奇奇的媽媽叫他採香蕉，他沒兩、三分鐘就回來了，卻連還沒成熟的香蕉也採了下來，看了真教人生氣，可是也沒辦法，奇奇就是那麼急性子。,有 一 次 奇奇 的 媽媽 叫 他 採 香蕉 他 沒 兩 三 分鐘 就 回來 了 卻 連 還 沒 成熟 的 香蕉 也 採 了 下來 看 了 真 教 人 生氣 可是 也 沒辦法 奇奇 就 是 那麼 急性子,43,有(2217079) 一(3701681) 次(331701) 奇奇(112) 的(16029838) 媽媽(70492) 叫(111645) 他(2487930) 採(8996) 香蕉(2728) 他(2487930) 沒(306167) 兩(526190) 三(313861) 分鐘(52479) 就(1737544) 回來(45286) 了(3199291) 卻(333007) 連(91153) 還(625086) 沒(306167) 成熟(15793) 的(16029838) 香蕉(2728) 也(1590760) 採(8996) 了(3199291) 下來(32851) 看(444691) 了(3199291) 真(137497) 教(42322) 人(1550512) 生氣(22523) 可是(125487) 也(1590760) 沒辦法(16992) 奇奇(112) 就(1737544) 是(4642407) 那麼(127785) 急性子(252),{'High': 43},"{'第1級': 18, '第2級': 2, 'Unknown': 12, '第4*級': 2, '第2*級': 3, '第1*級': 3, '第4級': 2, '第3*級': 1}",2,Y,Y,N,Y
奇奇長大了，媽媽叫他自己去找一分工作，奇奇拍拍胸脯說：沒問題，我一定會找到工作的。,奇奇 長大 了 媽媽 叫 他 自己 去 找 一 分 工作 奇奇 拍拍胸脯 說 沒 問題 我 一定 會 找到 工作 的,23,奇奇(112) 長大(20410) 了(3199291) 媽媽(70492) 叫(111645) 他(2487930) 自己(744739) 去(479993) 找(108128) 一(3701681) 分(62224) 工作(220164) 奇奇(112) 拍拍胸脯(26) 說(1285247) 沒(306167) 問題(280782) 我(3033032) 一定(138695) 會(1014977) 找到(65281) 工作(220164) 的(16029838),"{'High': 22, 'Low': 1}","{'Unknown': 4, '第3級': 1, '第1級': 14, '第1*級': 3, '第2級': 1}",1,Y,N,N,Y
奇奇走到一個養蠶村，對村長說：村長，我可以做養蠶的工作嗎？,奇奇 走到 一 個 養蠶村 對 村長 說 村長 我 可以 做 養蠶 的 工作 嗎,16,奇奇(112) 走到(32033) 一(3701681) 個(2296574) 養蠶村(Unknown) 對(897964) 村長(1230) 說(1285247) 村長(1230) 我(3033032) 可以(560531) 做(411649) 養蠶(338) 的(16029838) 工作(220164) 嗎(248249),"{'High': 15, 'Low': 1}","{'Unknown': 6, '第1級': 10}",1,Y,N,N,Y
村長看了看奇奇，就答應了。,村長 看 了 看 奇奇 就 答應 了,8,村長(1230) 看(444691) 了(3199291) 看(444691) 奇奇(112) 就(1737544) 答應(18857) 了(3199291),{'High': 8},"{'Unknown': 6, '第1級': 1, '第4級': 1}",0,Y,N,N,Y
只見他把一大疊的桑葉全部放下去，好多蠶寶寶都被壓死了，沒死的也剩下半條命。,只 見 他 把 一 大 疊 的 桑葉 全部 放下去 好多 蠶 寶寶 都 被 壓死 了 沒 死 的 也 剩下 半 條 命,26,只(436725) 見(179113) 他(2487930) 把(617773) 一(3701681) 大(525780) 疊(4437) 的(16029838) 桑葉(331) 全部(34039) 放下去(146) 好多(8124) 蠶(1286) 寶寶(26212) 都(1125846) 被(540683) 壓死(464) 了(3199291) 沒(306167) 死(117075) 的(16029838) 也(1590760) 剩下(16442) 半(80813) 條(115362) 命(32484),{'High': 26},"{'第1*級': 2, '第1級': 9, '第2級': 4, '第6級': 1, 'Unknown': 8, '第3級': 1, '第4級': 1}",1,Y,N,N,N
村長看奇奇這麼急性子，就把他開除了。,村長 看 奇奇 這麼 急性子 就 把 他 開除 了,10,村長(1230) 看(444691) 奇奇(112) 這麼(116973) 急性子(252) 就(1737544) 把(617773) 他(2487930) 開除(2533) 了(3199291),{'High': 10},"{'Unknown': 5, '第2級': 2, '第1級': 2, '第5級': 1}",1,Y,N,N,Y
奇奇還是不灰心，又到果樹村要求種樹，村長覺得他長得很壯，一定能把樹種得又高又大，一口氣便答應了，還給奇奇一百棵樹苗。,奇奇 還是 不 灰心 又 到 果樹村 要求 種樹 村長 覺得 他 長 得 很 壯 一定 能 把 樹 種 得 又 高 又 大 一口氣 便 答應 了 還 給 奇奇 一百 棵 樹苗,36,奇奇(112) 還是(155231) 不(2282521) 灰心(1219) 又(535555) 到(546906) 果樹村(Unknown) 要求(71192) 種樹(429) 村長(1230) 覺得(183034) 他(2487930) 長(107092) 得(573721) 很(715675) 壯(4618) 一定(138695) 能(582260) 把(617773) 樹(34746) 種(701563) 得(573721) 又(535555) 高(128858) 又(535555) 大(525780) 一口氣(2922) 便(220860) 答應(18857) 了(3199291) 還(625086) 給(240485) 奇奇(112) 一百(17093) 棵(12832) 樹苗(346),"{'High': 35, 'Low': 1}","{'Unknown': 13, '第1*級': 7, '第1級': 7, '第6級': 2, '第3*級': 1, '第5級': 2, '第2級': 2, '第4級': 2}",2,Y,Y,N,Y
奇奇小心的把樹種下去，每天澆水，過了三天，他看樹苗還沒發芽，就把樹苗挖出來看，啊！,奇奇 小心 的 把 樹 種下去 每 天 澆 水 過 了 三 天 他 看 樹苗 還 沒 發芽 就 把 樹苗 挖出來 看 啊,26,奇奇(112) 小心(24226) 的(16029838) 把(617773) 樹(34746) 種下去(67) 每(333357) 天(330413) 澆(2109) 水(86260) 過(412878) 了(3199291) 三(313861) 天(330413) 他(2487930) 看(444691) 樹苗(346) 還(625086) 沒(306167) 發芽(1242) 就(1737544) 把(617773) 樹苗(346) 挖出來(989) 看(444691) 啊(135484),"{'High': 25, 'Low': 1}","{'Unknown': 9, '第2級': 5, '第1級': 8, '第1*級': 2, '第6級': 2}",2,Y,N,N,Y
慘了，這下把正要發芽的樹苗弄死了。,慘 了 這下 把 正 要 發芽 的 樹苗 弄死 了,11,慘(5787) 了(3199291) 這下(1510) 把(617773) 正(179334) 要(851264) 發芽(1242) 的(16029838) 樹苗(346) 弄死(346) 了(3199291),{'High': 11},"{'第5級': 1, 'Unknown': 5, '第2級': 1, '第3*級': 1, '第1級': 2, '第6級': 1}",0,Y,N,N,N
這件事傳開後，由於損失慘重，村長氣得火冒三丈，把奇奇趕了出去，他只好垂頭喪氣的走了。,這 件 事 傳開 後 由於 損失 慘重 村長 氣 得 火冒三丈 把 奇奇 趕 了 出去 他 只好 垂頭喪氣 的 走 了,23,這(2114032) 件(139257) 事(385949) 傳開(1048) 後(422857) 由於(88111) 損失(10271) 慘重(1629) 村長(1230) 氣(53111) 得(573721) 火冒三丈(687) 把(617773) 奇奇(112) 趕(6168) 了(3199291) 出去(20922) 他(2487930) 只好(29170) 垂頭喪氣(1115) 的(16029838) 走(128453) 了(3199291),{'High': 23},"{'第1級': 5, '第1*級': 2, 'Unknown': 8, '第4*級': 2, '第5級': 2, '第7級': 2, '第2級': 1, '第3級': 1}",2,Y,Y,N,Y
奇奇走著走著，來到了養雞村，又得到一個養雞的工作。,奇奇 走 著 走 著 來到 了 養雞村 又 得到 一 個 養 雞 的 工作,16,奇奇(112) 走(128453) 著(1004687) 走(128453) 著(1004687) 來到(45261) 了(3199291) 養雞村(Unknown) 又(535555) 得到(84614) 一(3701681) 個(2296574) 養(16614) 雞(14895) 的(16029838) 工作(220164),"{'High': 15, 'Low': 1}","{'Unknown': 6, '第1級': 6, '第1*級': 2, '第3*級': 1, '第4級': 1}",1,Y,N,N,Y
他首先把五十個雞蛋放進孵蛋機裡，讓機器去孵，自己卻在旁邊玩耍。,他 首先 把 五十 個 雞蛋 放進 孵蛋機 裡 讓 機器 去 孵 自己 卻 在 旁邊 玩耍,18,他(2487930) 首先(31260) 把(617773) 五十(17500) 個(2296574) 雞蛋(3547) 放進(6911) 孵蛋機(5) 裡(520435) 讓(526314) 機器(16652) 去(479993) 孵(305) 自己(744739) 卻(333007) 在(3284238) 旁邊(25582) 玩耍(3712),"{'High': 17, 'Low': 1}","{'第1級': 3, '第4級': 3, '第2級': 2, 'Unknown': 5, '第1*級': 4, '第5級': 1}",1,Y,N,N,N
過了兩三天，奇奇又犯了老毛病，覺得孵蛋太慢了，而把蛋打破來看。,過 了 兩三 天 奇奇 又 犯 了 老毛病 覺得 孵蛋 太 慢 了 而 把 蛋 打破 來 看,20,過(412878) 了(3199291) 兩三(4385) 天(330413) 奇奇(112) 又(535555) 犯(13312) 了(3199291) 老毛病(291) 覺得(183034) 孵蛋(197) 太(181732) 慢(14926) 了(3199291) 而(937923) 把(617773) 蛋(9449) 打破(10218) 來(742183) 看(444691),{'High': 20},"{'第1*級': 5, 'Unknown': 8, '第1級': 3, '第4*級': 1, '第5級': 2, '第2級': 1}",1,Y,Y,N,Y
他把一個個蛋都打破，結果什麼也沒有，反而被村長罵了一頓，奇奇只好無精打采的回家了。,他 把 一個個 蛋 都 打破 結果 什麼 也 沒有 反而 被 村長 罵 了 一 頓 奇奇 只好 無精打采 的 回家 了,23,他(2487930) 把(617773) 一個個(6479) 蛋(9449) 都(1125846) 打破(10218) 結果(114008) 什麼(431321) 也(1590760) 沒有(594280) 反而(39627) 被(540683) 村長(1230) 罵(13508) 了(3199291) 一(3701681) 頓(16550) 奇奇(112) 只好(29170) 無精打采(885) 的(16029838) 回家(35375) 了(3199291),{'High': 23},"{'第1級': 7, '第2級': 2, 'Unknown': 6, '第1*級': 1, '第5級': 2, '第3*級': 1, '第4級': 2, '第3級': 1, '第7級': 1}",2,Y,Y,N,Y
媽媽看到奇奇回來了，問他有沒有找到工作，奇奇說：沒有，反而挨罵。,媽媽 看到 奇奇 回來 了 問 他 有沒有 找到 工作 奇奇 說 沒有 反而 挨罵,15,媽媽(70492) 看到(159419) 奇奇(112) 回來(45286) 了(3199291) 問(165473) 他(2487930) 有沒有(21555) 找到(65281) 工作(220164) 奇奇(112) 說(1285247) 沒有(594280) 反而(39627) 挨罵(549),{'High': 15},"{'第1級': 6, '第1*級': 1, 'Unknown': 5, '第2級': 1, '第5級': 2}",1,Y,Y,N,Y
媽媽說：誰教你這麼急性子？,媽媽 說 誰 教 你 這麼 急性子,7,媽媽(70492) 說(1285247) 誰(110452) 教(42322) 你(1414837) 這麼(116973) 急性子(252),{'High': 7},"{'第1級': 4, 'Unknown': 2, '第2級': 1}",1,Y,N,N,N
奇奇聽媽媽這麼說，當下決定改過自新。,奇奇 聽 媽媽 這麼 說 當下 決定 改過自新,8,奇奇(112) 聽(138052) 媽媽(70492) 這麼(116973) 說(1285247) 當下(15053) 決定(101837) 改過自新(306),{'High': 8},"{'Unknown': 2, '第1級': 3, '第2級': 2, '第6級': 1}",1,Y,N,N,Y
就在這時候，突然聽見大家在喊：救火呀！,就 在 這 時候 突然 聽見 大家 在 喊 救火 呀,11,就(1737544) 在(3284238) 這(2114032) 時候(199970) 突然(69636) 聽見(19236) 大家(109692) 在(3284238) 喊(16559) 救火(617) 呀(47302),{'High': 11},"{'第1級': 4, '第1*級': 3, '第4級': 2, 'Unknown': 1, '第2級': 1}",0,Y,N,N,N
救火呀！,救火 呀,2,救火(617) 呀(47302),{'High': 2},"{'Unknown': 1, '第2級': 1}",0,Y,N,N,N
奇奇拍了一下頭說：有啦！,奇奇 拍 了 一 下 頭 說 有 啦,9,奇奇(112) 拍(28875) 了(3199291) 一(3701681) 下(329549) 頭(112925) 說(1285247) 有(2217079) 啦(51335),{'High': 9},"{'Unknown': 2, '第3級': 1, '第1級': 3, '第1*級': 2, '第2級': 1}",0,Y,N,N,Y
隨即匆匆忙忙趕去救火。,隨即 匆匆忙忙 趕去 救火,4,隨即(10199) 匆匆忙忙(943) 趕去(1057) 救火(617),{'High': 4},"{'第6級': 1, 'Unknown': 3}",1,Y,N,N,N
他的動作比誰都快，而且快得驚人。,他 的 動作 比 誰 都 快 而且 快 得 驚人,11,他(2487930) 的(16029838) 動作(43506) 比(170486) 誰(110452) 都(1125846) 快(116207) 而且(180402) 快(116207) 得(573721) 驚人(10649),{'High': 11},"{'第1級': 4, '第4級': 1, '第1*級': 3, '第3級': 1, 'Unknown': 1, '第5級': 1}",0,Y,Y,N,N
消防隊員覺得奇奇性子急，可以擔任救火的工作，就讓他加入消防隊。,消防隊員 覺得 奇奇 性子 急 可以 擔任 救火 的 工作 就 讓 他 加入 消防隊,15,消防隊員(301) 覺得(183034) 奇奇(112) 性子(1709) 急(20730) 可以(560531) 擔任(34825) 救火(617) 的(16029838) 工作(220164) 就(1737544) 讓(526314) 他(2487930) 加入(28847) 消防隊(438),{'High': 15},"{'Unknown': 4, '第1*級': 1, '第6級': 1, '第3級': 1, '第1級': 5, '第5級': 1, '第2級': 1, '第4級': 1}",2,Y,N,N,Y
奇奇好高興，抓了抓頭想，原來性急也有好處哇！,奇奇 好 高興 抓 了 抓 頭 想 原來 性急 也 有 好處 哇,14,奇奇(112) 好(448428) 高興(38552) 抓(21151) 了(3199291) 抓(21151) 頭(112925) 想(449884) 原來(49649) 性急(569) 也(1590760) 有(2217079) 好處(15727) 哇(7634),{'High': 14},"{'Unknown': 4, '第2級': 1, '第3*級': 3, '第1*級': 1, '第1級': 3, '第3級': 2}",0,Y,N,N,Y
他終於找到一分工作了！,他 終於 找到 一 分 工作 了,7,他(2487930) 終於(59622) 找到(65281) 一(3701681) 分(62224) 工作(220164) 了(3199291),{'High': 7},"{'第1級': 4, '第4級': 1, '第2級': 1, 'Unknown': 1}",0,Y,N,N,N
越幫越忙的呆呆.高雄市四維國小三年十四班.魏廷珊.有一隻流浪狗，瘦巴巴的，每天在垃圾堆裡討生活，日子過得很辛苦，偏偏又得了皮膚病，身上的毛一把一把的掉，別人看了他都非常討厭。,越 幫 越 忙 的 呆呆 高雄市 四維 國小 三年十四班 魏廷珊 有 一 隻 流浪 狗 瘦巴巴 的 每 天 在 垃圾堆 裡 討生活 日子 過 得 很 辛苦 偏偏 又 得 了 皮膚病 身 上 的 毛 一 把 一 把 的 掉 別人 看 了 他 都 非常 討厭,51,越(69540) 幫(58356) 越(69540) 忙(26342) 的(16029838) 呆呆(1925) 高雄市(1220) 四維(842) 國小(4760) 三年十四班(Unknown) 魏廷珊(Unknown) 有(2217079) 一(3701681) 隻(93136) 流浪(4123) 狗(36436) 瘦巴巴(227) 的(16029838) 每(333357) 天(330413) 在(3284238) 垃圾堆(527) 裡(520435) 討生活(471) 日子(28378) 過(412878) 得(573721) 很(715675) 辛苦(13451) 偏偏(5739) 又(535555) 得(573721) 了(3199291) 皮膚病(497) 身(122324) 上(1233218) 的(16029838) 毛(18754) 一(3701681) 把(617773) 一(3701681) 把(617773) 的(16029838) 掉(11182) 別人(108427) 看(444691) 了(3199291) 他(2487930) 都(1125846) 非常(152032) 討厭(14138),"{'High': 49, 'Low': 2}","{'第3級': 2, '第2級': 7, '第1*級': 7, '第1級': 13, 'Unknown': 14, '第3*級': 3, '第5級': 1, '第6級': 1, '第4*級': 1, '第2*級': 1, '第4級': 1}",7,Y,N,N,Y
有一天，他終於遇到貴人，這個人把他帶回家，取名為呆呆，又帶他去看醫生，弄飯給他吃，讓他好好睡一覺。,有 一 天 他 終於 遇到 貴人 這 個 人 把 他 帶回 家 取名為 呆呆 又 帶 他 去 看醫生 弄 飯 給 他 吃 讓 他 好好 睡 一 覺,32,有(2217079) 一(3701681) 天(330413) 他(2487930) 終於(59622) 遇到(29470) 貴人(2279) 這(2114032) 個(2296574) 人(1550512) 把(617773) 他(2487930) 帶回(6256) 家(236822) 取名為(1037) 呆呆(1925) 又(535555) 帶(105786) 他(2487930) 去(479993) 看醫生(1319) 弄(13639) 飯(16473) 給(240485) 他(2487930) 吃(141660) 讓(526314) 他(2487930) 好好(30522) 睡(32669) 一(3701681) 覺(12294),{'High': 32},"{'第1級': 17, '第4級': 2, '第7級': 1, '第2級': 2, 'Unknown': 8, '第1*級': 2}",2,Y,N,N,N
過了幾天，呆呆想說：我不能在這裡白吃白喝，應該幫主人一點忙[+nom，+spo]。,過 了 幾 天 呆呆 想 說 我 不能 在 這裡 白吃 白 喝 應該 幫 主人 一點 忙nomspo,19,過(412878) 了(3199291) 幾(229415) 天(330413) 呆呆(1925) 想(449884) 說(1285247) 我(3033032) 不能(162852) 在(3284238) 這裡(100385) 白吃(374) 白(50836) 喝(57552) 應該(165478) 幫(58356) 主人(25163) 一點(90745) 忙nomspo(Unknown),"{'High': 18, 'Low': 1}","{'第1*級': 5, 'Unknown': 5, '第1級': 7, '第2級': 1, '第3*級': 1}",1,Y,N,N,N
便要求主人讓他做一點事，主人起先說：你還沒長大，能做事嗎？,便 要求 主人 讓 他 做 一點 事 主人 起先 說 你 還 沒 長大 能 做 事 嗎,19,便(220860) 要求(71192) 主人(25163) 讓(526314) 他(2487930) 做(411649) 一點(90745) 事(385949) 主人(25163) 起先(2120) 說(1285247) 你(1414837) 還(625086) 沒(306167) 長大(20410) 能(582260) 做(411649) 事(385949) 嗎(248249),{'High': 19},"{'第6級': 2, '第3*級': 3, '第2級': 1, '第1級': 7, '第1*級': 4, 'Unknown': 1, '第3級': 1}",0,Y,N,N,N
後來想了想又說：好吧！,後來 想 了 想 又 說 好 吧,8,後來(95618) 想(449884) 了(3199291) 想(449884) 又(535555) 說(1285247) 好(448428) 吧(184477),{'High': 8},"{'第2級': 1, '第1級': 4, 'Unknown': 2, '第1*級': 1}",0,Y,N,N,N
田裡的穀子別讓麻雀吃掉了。,田 裡 的 穀子 別 讓 麻雀 吃掉 了,9,田(14250) 裡(520435) 的(16029838) 穀子(553) 別(78082) 讓(526314) 麻雀(2271) 吃掉(3407) 了(3199291),{'High': 9},"{'第4*級': 1, '第1*級': 2, '第1級': 1, 'Unknown': 3, '第2級': 1, '第6級': 1}",0,Y,N,N,N
說著就走了。,說 著 就 走 了,5,說(1285247) 著(1004687) 就(1737544) 走(128453) 了(3199291),{'High': 5},"{'第1級': 3, 'Unknown': 2}",0,Y,N,N,N
呆呆到田裡樹下看守著，忽然麻雀飛了下來，呆呆就汪！,呆呆 到 田 裡 樹 下 看守 著 忽然 麻雀 飛 了 下來 呆呆 就 汪,16,呆呆(1925) 到(546906) 田(14250) 裡(520435) 樹(34746) 下(329549) 看守(2193) 著(1004687) 忽然(22293) 麻雀(2271) 飛(20449) 了(3199291) 下來(32851) 呆呆(1925) 就(1737544) 汪(2976),{'High': 16},"{'Unknown': 6, '第1級': 2, '第4*級': 1, '第1*級': 2, '第2級': 1, '第6級': 2, '第4級': 1, '第2*級': 1}",0,Y,N,N,N
